345.6, 95.9
351.1, 95.5
356.1, 98.6
361.1, 100.9
352.9, 99.200005
361.1, 100.8
369.1, 100.5
403.5, 126.2
410.1, 125.299995
416.7, 124.1
423.2, 122.5
406.0, 125.6
408.5, 124.899994
411.1, 125.1
385.4, 131.5
387.6, 130.1
389.9, 128.7
392.3, 127.7
387.8, 130.5
390.5, 130.0
393.1, 130.4
459.5, 112.9
464.2, 112.200005
468.8, 114.6
473.0, 116.9
463.7, 115.3
468.1, 117.8
472.9, 117.5
520.1, 132.6
517.8, 133.20001
515.39996, 132.20001
513.19995, 131.1
514.69995, 130.1
509.3, 127.600006
503.89996, 125.00001
515.1, 127.4
514.1, 125.5
512.89996, 123.6
511.3, 122.1
511.59998, 123.9
506.69998, 122.200005
501.99997, 120.5
513.6, 126.9
511.99997, 126.3
510.39996, 126.200005
368.6, 127.2
362.7, 128.3
356.7, 126.6
350.9, 125.299995
362.80002, 125.899994
356.4, 124.899994
351.0, 127.399994
383.9, 122.8
378.5, 121.3
373.5, 118.700005
368.3, 116.700005
337.4, 108.6
332.19998, 108.7
327.1, 108.7
322.0, 108.1
333.6, 108.2
329.8, 107.4
326.0, 108.0
605.6, 310.1
609.3, 306.4
609.1, 300.6
610.1, 295.4
606.5, 305.30002
608.6, 300.7
611.69995, 296.9
615.9, 249.2
610.2, 249.9
605.7, 254.3
602.60004, 259.2
613.0, 253.59999
610.9, 258.6
609.7, 263.7
616.5, 269.6
620.4, 265.30002
624.6, 261.4
629.2, 257.9
614.9, 258.6
616.9, 255.8
619.9, 254.0
623.2, 253.0
618.10004, 257.6
621.5, 257.2
624.9, 256.9
603.3, 239.1
609.8, 236.20001
616.1, 234.8
623.1, 234.3
419.6, 643.3
420.9, 646.1
422.2, 649.0
423.5, 651.8
420.30002, 644.89996
421.0, 646.5
422.1, 647.8
420.80002, 644.7
422.30002, 645.8
423.80002, 646.89996
423.6, 646.1
427.6, 648.89996
431.5, 651.6
415.2, 647.1
409.2, 649.1
403.4, 648.6
420.1, 643.3
420.7, 643.3
421.2, 643.3
419.30002, 639.2
416.7, 635.39996
413.1, 633.6
418.1, 642.5
416.2, 641.89996
415.7, 640.3
425.9, 643.89996
430.1, 650.0
435.4, 653.39996
419.9, 643.5
420.30002, 643.7
420.6, 643.39996
419.9, 643.1
419.4, 642.5
419.30002, 642.8
384.0, 450.7
397.3, 438.90002
405.7, 421.6
406.6, 403.80002
401.7, 400.1
405.1, 392.1
409.90002, 384.6
415.7, 378.1
417.1, 394.7
427.2, 383.80002
434.4, 370.2
437.5, 355.7
407.5, 377.2
410.9, 365.80002
414.6, 347.40002
421.7, 338.1
396.3, 381.8
397.0, 370.9
400.09998, 360.09998
405.3, 350.4
395.7, 395.1
392.30002, 403.1
390.7, 411.9
391.0, 420.7
411.1, 422.8
420.9, 413.69998
428.9, 402.69998
