 249.6, 643.6
247.0, 640.6
244.40001, 642.19995
244.40001, 642.19995
249.6, 643.6
245.0, 646.19995
243.90001, 641.69995
248.1, 639.19995
250.0, 641.1
248.20001, 629.39996
247.6, 632.3
247.0, 629.69995
246.8, 626.5
249.8, 640.39996
254.3, 637.8
251.5, 637.89996
249.6, 643.6
243.90001, 647.6
240.1, 646.0
254.1, 641.6
259.9, 638.8
261.0, 634.6
250.40001, 638.89996
249.6, 639.39996
248.20001, 636.0
247.8, 639.89996
247.5, 637.8
247.70001, 633.19995
250.0, 639.0
249.70001, 639.3
248.70001, 635.1
248.70001, 639.5
246.6, 632.8
247.70001, 615.6
251.1, 626.19995
255.90001, 589.8
267.6, 574.8
261.6, 628.19995
257.1, 623.19995
261.0, 619.89996
253.1, 640.19995
251.20001, 626.8
255.8, 621.3
254.3, 637.89996
258.80002, 627.5
265.7, 618.39996
256.7, 635.0
261.5, 629.8
261.5, 629.8
249.5, 645.8
251.20001, 645.69995
253.90001, 643.6
252.40001, 641.8
255.6, 640.69995
257.7, 637.89996
251.70001, 640.3
255.40001, 638.89996
255.3, 636.5
249.70001, 641.19995
249.20001, 637.0
257.7, 632.19995
257.80002, 639.1
285.5, 627.1
306.1, 622.69995
270.4, 639.0
279.4, 636.5
285.2, 636.5
255.3, 643.89996
261.5, 643.39996
268.6, 641.19995
257.0, 641.0
272.2, 639.39996
281.9, 639.3
259.1, 643.69995
269.7, 642.19995
275.7, 638.89996
255.8, 640.6
258.30002, 639.39996
263.4, 637.39996
254.8, 641.39996
257.2, 639.69995
263.80002, 642.69995
256.1, 646.69995
257.2, 651.19995
257.2, 651.19995
254.70001, 645.39996
256.80002, 646.8
259.6, 646.89996
252.3, 643.5
253.1, 644.1
255.8, 640.8
252.1, 640.19995
250.90001, 639.0
257.7, 637.89996
256.30002, 642.69995
268.2, 641.89996
279.0, 655.5
253.5, 648.8
249.6, 640.0
248.70001, 638.39996
248.40001, 642.3
245.0, 637.89996
236.8, 638.39996
241.1, 644.0
242.0, 643.6
242.0, 643.6
255.6, 644.8
262.9, 651.19995
262.9, 651.19995
251.8, 641.0
254.5, 640.3
259.6, 641.69995
255.1, 644.8
256.5, 646.8
261.5, 651.69995
258.1, 652.6
254.90001, 654.69995
257.7, 655.5
252.6, 644.39996
259.5, 644.89996
265.7, 646.89996
255.6, 645.39996
258.4, 647.8
263.4, 647.39996
254.3, 643.0
259.4, 645.89996
259.6, 650.19995
250.1, 647.6
249.6, 648.19995
254.8, 650.19995
255.3, 645.39996
258.6, 646.89996
258.6, 646.89996
255.70001, 645.0
263.5, 652.5
266.7, 655.89996
252.90001, 646.6
263.30002, 650.1
264.80002, 659.69995
251.3, 653.5
254.3, 682.5
247.20001, 696.8
242.6, 658.19995
244.20001, 671.69995
237.70001, 680.19995
243.3, 651.8
241.3, 655.0
241.5, 658.8
256.9, 679.39996
263.2, 685.89996
271.4, 712.0
258.4, 670.0
250.40001, 682.5
242.5, 690.1
254.6, 657.8
262.1, 669.6
267.2, 679.69995
258.2, 661.5
277.9, 679.89996
271.9, 695.8
244.6, 656.19995
239.5, 655.8
218.70001, 655.0
240.20001, 643.39996
239.90001, 653.3
242.0, 659.69995
251.3, 650.0
253.90001, 652.8
255.8, 660.69995
251.5, 651.8
239.40001, 660.39996
240.1, 662.6
253.1, 651.3
252.40001, 660.3
247.70001, 665.39996
248.3, 646.8
249.20001, 650.19995
251.0, 655.5
251.70001, 648.6
257.1, 670.69995
245.8, 683.0
237.8, 655.6
234.3, 660.39996
218.70001, 659.69995
243.6, 644.8
234.8, 646.8
224.90001, 648.8
231.8, 647.5
224.40001, 640.89996
221.1, 649.8
245.90001, 652.19995
251.20001, 649.39996
240.6, 655.5
238.5, 649.39996
245.20001, 651.19995
247.20001, 661.19995
251.70001, 653.89996
242.3, 651.39996
238.70001, 662.1
253.1, 651.6
249.3, 656.19995
250.5, 673.0
250.8, 662.6
249.8, 661.0
255.8, 650.19995
255.8, 633.19995
251.70001, 648.0
247.20001, 655.0
379.7, 951.8
379.1, 937.2
379.7, 934.0
374.0, 920.89996
373.90002, 939.2
374.5, 936.0
374.5, 923.8
379.80002, 939.6
375.30002, 934.5
